projectId,orgName,foundation
46f39522-fef2-4803-9877-b5052ebc2771,Hyperledger Iroha + Cactus - Integration,LF Decentralized Trust
6b88c848-0fa6-4751-9c76-7fbcd067b50a,Hyperledger Iroha - Blueprint-Like Interface For Iroha Special Instructions,LF Decentralized Trust
625d1198-a741-45a8-bf03-ff439fb2ebe8,Hyperledger Iroha - Extend Hl Iroha Queries With Optional Arguments,LF Decentralized Trust
fe4eed7e-12a9-4fe8-9fd0-83d948d4da98,Hyperledger Iroha - Integration With Hyperledger Quilt,LF Decentralized Trust
d567eb49-9e69-49d3-b858-8d60657869b3,Hyperledger Iroha - Making Data Model Modular For Interoperability With Other Projects,LF Decentralized Trust
7cd84e47-4a70-41a3-b3ca-32989be5f8e5,Hyperledger Iroha - Reworking Consensus Api,LF Decentralized Trust
eed9b6a5-8fc9-415c-8dd0-053cbc9e2278,Hyperledger Solang - Implement Two Compiler Passes For The Solang Solidity Compiler,LF Decentralized Trust
ab5d101c-3791-4336-888c-e6c9ffaa7e72,Hyperledger Solang -Create A New Solidity Language Server  Using Solang Compiler,LF Decentralized Trust
f3faa271-b8a7-420f-a8b1-3f1b71e7a2ed,Hyperledger Solang,LF Decentralized Trust
7b9d5a1b-60f8-449e-abd4-143025447c7a,Hyperledger Umbra - Adding Network Fuzzing Capabilities,LF Decentralized Trust
6970f6e1-a365-4ab7-9f6e-9a26b8b4a145,Hyperledger Fabric,LF Decentralized Trust
b3878c5c-ec58-43c0-8462-e4ac487f2f64,Hyperledger Umbra - Scaling Experiments,LF Decentralized Trust
daac69c8-8452-40e3-bc54-03a3a4b22da3,Hyperledger,LF Decentralized Trust
5a251382-7258-4107-9263-ac7f48b9e70b,Hyperledger,LF Decentralized Trust
bb06eaeb-cc9b-4d3c-91a3-443e7e788da7,Hyperledger,LF Decentralized Trust
8b5ce8ac-3122-4850-afe1-79fb49f99ee1,Hyperledger,LF Decentralized Trust
5c5ed565-81c8-490f-9044-e19cea400516,Hyperledger,LF Decentralized Trust
1bb92bcb-0c53-4c5a-b5db-acb0aea24242,Idl Writer / Verification,Linux Foundation
fb6bd579-8034-4492-8bad-af9c82316b2c,Implement Tilelink Uncached Heavyweight  In Caravan Framework,Linux Foundation
8b5cf9c8-9900-4c2d-9b84-7815ac7fc06a,Implementing Rvv V1.0 Floating Point Vector Instructions In Nucleusrv Core,Linux Foundation
006dd971-b116-4534-aeeb-2915e543721e,Improve Risc-V Software Ecosystem Verification,Linux Foundation
b4a7d639-aefb-485a-a5ab-96cbed8f344f,Improve The Zowe Doc Site Generator And Ui,Linux Foundation
958fe36a-d763-4422-81af-c5ecf2465957,Linux Kernel,Linux Foundation
4eb229ab-ebba-486b-a3c0-0b533871ef65,Jaeger Mentorship,Linux Foundation
bce45251-1ff4-4131-9699-0a0017b31495,Jenkins,Linux Foundation
ba41187f-fa8d-47e1-8046-4040e5b35b73,Keptn,Linux Foundation
fe0f6feb-4571-4dd5-9bfd-8a01c10ed734,Linux Kernel,Linux Foundation
1b931913-44a4-43a7-92ed-d7b2089060b1,Kubeedge,Linux Foundation
de7ca1c2-2d22-4919-bef8-6cca50a54426,Kubevirt,Linux Foundation
2d438b9a-c539-46d0-9eed-c6ee4404c88a,Kubernetes,CNCF
082568c5-9af1-4ab3-9730-25336f16f145,2023 Opendaylight Website Refresh,Linux Foundation
82a552f5-fc93-499c-87f9-5510e63dba23,2023 Opendaylight'S Ci Pipelines And Containers Modernization,Linux Foundation
9457747c-09ca-4b1f-b7fc-e38640fd6c55,Modernize Opendaylight'S Ci Pipelines And Containers,Linux Foundation
2d998240-9363-4a77-a09c-e85b96611024,New Opendaylight Csit Framework,Linux Foundation
ee48108e-0ffb-4106-9502-4f1d55550fef,Lf Networking Odl -Json Examples For Odl User Guides,Linux Foundation
763cd2cf-cce7-425d-a9c0-4eb67ffda8d6,Lf Networking Onap - Automation Testing - Portal/Sdc,Linux Foundation
aefe1ce7-77ea-48bf-8668-0def865896a6,Lf Networking Onap - Etsi Nfv Apis Conformance Test For Ovp,Linux Foundation
f1b12fb5-af97-40e5-927b-acbd30288183,Lf Networking Onap - Modeling/Etsicatalog,Linux Foundation
a325c565-a624-489a-8813-ac44e6f3862b,Lf Networking Onap - Security Requirements - Sdc,Linux Foundation
4cedc314-8d3b-451a-8fca-d5056dca3c69,Lf Networking Opnfv - Barometer Ci Development And Test Case Creation,Linux Foundation
aa268a71-bad5-40c3-bd2b-4f50bb3cffca,Lf Networking Opnfv - Hardware Delivery Verification Tool Development And Testing,Linux Foundation
540036e7-65de-48fe-a958-ccda48374030,Lf Networking Opnfv - Log-Analysis And Alerting For Opnfv-Vsperf,Linux Foundation
55fb6aae-5cf8-4c08-9775-fcf8d4553277,Lf Networking Opnfv - Software Delivery Verification Tool Development And Testing,Linux Foundation
65742dc0-7217-4c4a-a609-f5f0fcde5c0a,Linkerd,Linux Foundation
bb9973ac-5b46-4e1a-8052-7a4541d7909f,Linux Kernel,Linux Foundation
f2c89a34-d1cb-4ed0-ace2-cd959617ed14,Linux Kernel,Linux Foundation
1f3216bc-e266-415c-84c7-a9a728dff3ce,Linux Kernel,Linux Foundation
5cdea024-4cc8-4e48-bc61-3660b5f06978,Linux Kernel,Linux Foundation
6b275fcc-2d40-421c-a1ff-0b229f25fd21,Linux Kernel,Linux Foundation
f06db0d5-537e-4e0f-8ca4-0a471f95a04d,Linux Kernel,Linux Foundation
7671f900-a622-4bbc-956b-f4c336704478,Linux Kernel,Linux Foundation
f629822d-978e-437d-a617-28a02f428ee7,Linux Kernel,Linux Foundation
df065cf2-c9d2-453f-8624-7d84654d6352,Linux Kernel,Linux Foundation
9c354ea7-f08e-4d85-a93d-94d2a3cb30c8,Linux Kernel,Linux Foundation
2145d0aa-4812-4c6b-9108-42d64deea738,Linux Kernel,Linux Foundation
47aa2e38-cd34-4f6f-9db1-5530b795c614,Lorariscv,Linux Foundation
dfd7b7d9-7f80-48f8-91f4-bada2ceb416a,Mailu,Linux Foundation
32dd1ee4-a927-49ed-99d2-6bd8a38ccd76,My Conservation Life,Linux Foundation
dfc1a86c-dae4-4751-9367-c05aa9afefc1,Netlink Optimization For Sonic Lag,Linux Foundation
1915b2ef-a828-4f04-90ff-95c482e71d5b,Newlib Optimization,Linux Foundation
3cbfb661-bc50-42cd-96f1-4c0b430eba8d,Opnfv Internship,Linux Foundation
e6884a4f-c8bd-4a31-ac6b-577f6db507bc,Ospo Playbook,Linux Foundation
52faa755-1d30-4692-9796-e6bef09fa236,Open Horizon,Linux Foundation
60410ceb-37ca-4ecf-9233-f907d1adf439,Cobol Programming Course,Linux Foundation
99f7a0cf-2e4f-4856-8e0b-d203ea3339a6,Mainframe Open Education Project,Linux Foundation
e4b83555-82dd-4031-b51f-cb4e803099cf,Zebra Plugin For Hitachi Mainframe Storage,Linux Foundation
c14e86f1-cbf2-4c52-b00a-ad74c5d32b0f,Zowe - App Store Ui,Linux Foundation
00625dae-e9dd-447f-9c97-4a9c7cb7d429,Ade - Add Additional Log Support,Linux Foundation
13ffdfb6-cb76-4ff0-8ac1-c27977b8cb56,Enabling Ibm Z In Mlmodelscope,Linux Foundation
ef31c8f2-5e68-4d76-bc96-399ba2b104a0,Enhance Zvm Prometheus Exporter,Linux Foundation
2278d94c-c287-4417-a471-70601256e8d6,Feilong - Ansible Module,Linux Foundation
a8eddf2a-2b97-447a-90cc-7e8db0dab269,Inzpect,Linux Foundation
491ad5ae-67d0-40dc-8078-a5b1c0f5d944,Kube Cf - Endgame Platform On Z,Linux Foundation
24f4770b-3344-437d-beb6-77a0c6c47cd5,Zowe App Framework - File Transfer Application,Linux Foundation
8fbb5b59-7466-4303-aa2f-fee1021340b9,Zowe App Framework – App Generator,Linux Foundation
af12b527-5507-41bd-9636-3ee3bcce8846,Zowe Desktop Application State Persistence Mechanism,Linux Foundation
4850fcb8-1d20-4996-b519-03be0bf9ef4f,Zowe Desktop Documentation Viewer,Linux Foundation
ccf72716-13bb-45be-bfbf-df6997fbf5ef,Zowe Parsing Engine For Smf Or Rmf Pp Reports,Linux Foundation
12a9270f-8673-4acb-92ec-fd539fc2b567,Open Policy Agent,Linux Foundation
3918e3c7-c94e-4ff6-86cf-75affba454a1,Open Service Mesh,Linux Foundation
62606d5f-334c-471b-add9-bd82c0b4b170,Openblas,Linux Foundation
40a443f9-cb78-49e6-96ad-26616acb2113,Openebs,Linux Foundation
a721e8b8-5999-45a7-920a-279eaca3983d,Openhpc Summer Mentorship 2022,Linux Foundation
f1275c0e-7152-4e09-8d8b-6b14598afbc3,Opentelemetry,Linux Foundation
115b9e43-9b50-4342-906a-785407267280,Pasta,Linux Foundation
7fbfee27-5402-4fd6-a36f-388ddf89c0fa,Patchwork Tool Development Unpaid 2023,Linux Foundation
19794b46-5311-4fcc-86dd-6393061fb7ec,Porting Aosp 12 Emulator To Risc-V Rv64G,Linux Foundation
9595fbe7-6a8d-43d4-aebb-a54d57f33fdd,Prometheus,Linux Foundation
66c83532-84ba-473e-8764-6309481ff9ea,Risc-V Engagement Apprenticeship,Linux Foundation
c72e6f7c-c7b2-400a-86c2-6893cf58d976,Risc-V Mentorship,Linux Foundation
f994928b-8998-4cd3-b66e-c576aa99c9d5,Risc-V Mentorship,Linux Foundation
fb9e1ba6-d6ed-40b5-82b5-ee1089ef050a,Risc-V Mentorship,Linux Foundation
dee52aae-3119-47d9-b1fc-ac7f4da2c59b,Linux Kernel,Linux Foundation
df2ae723-8c13-4aaf-9dbb-0782e7923a45,Linux Kernel,Linux Foundation
61cdc089-fa7e-44df-aac3-18eaaf8aa31f,Random Test Generation For Risc-V Vector Extension,Linux Foundation
feec3e78-0880-4d75-bfc0-eed520d6a85e,Refactoring And Enhancing The Risc-V Opcodes Repository,Linux Foundation
5ac25a0f-7bf3-404d-8617-0528a2b00867,Ruby Tools Developer,Linux Foundation
695343c8-2a1a-4d0b-9d4c-e2c7d319c161,Soda Api,Linux Foundation
eedb7da8-3c05-4859-8877-c182e60a540b,Spdx Online Tools,Linux Foundation
ef07a2bd-8ec6-4b7e-bcc0-3de191e01ff3,Sailing Downstream,Linux Foundation
0f2a3646-4101-4ed0-ac0f-3ded5bd61714,Sailing Downstream Ii,Linux Foundation
843f4db8-8a17-41dc-bcdf-1a54e2609202,Sailing Downstream Iii,Linux Foundation
359dda52-7fb7-4fa8-82cd-a27216757a57,Service Mesh Interface,Linux Foundation
3f769e95-ee62-47ec-b326-a55304f44853,Slack To Zowe Integration,Linux Foundation
a2cf842b-c4e8-45b0-a69b-113f49d39b19,Software Discovery Tool - Add Z/Os Support,Linux Foundation
89eacb44-8718-4962-a6bd-129015f21f74,Specification Encoder,Linux Foundation
6e721604-da4f-4647-b8c4-2d41fab55adc,Supervisor Domains Priv. Isa Extension Emulation,Linux Foundation
0d534b25-051d-4e02-aff8-aaba71e1687f,Syscall Intercept For Risc-V,Linux Foundation
f51284ab-f652-47b1-9819-cd4135e75c00,Thanos,Linux Foundation
c6a0326c-b053-41a3-9bf2-1e7e78481ca6,Tikv,Linux Foundation
a658f72f-c2e9-44a5-8f2f-76da3892644a,Uetrv Picocore,Linux Foundation
6e7d1679-8de2-4b82-bc51-84b3c75ee326,Verilator Vpi Array Value Accessor,Linux Foundation
7f416728-2578-471b-9c7a-2136ebdb1e46,Wrapping Proprietary Printer Drivers Into A Printer Application Support For Ipp Fax Out.,Linux Foundation
a5d7c85a-e8c5-4c25-a4b8-593cc8e2e508,Xdp Redirect,Linux Foundation
f8c14eaa-8e20-4398-83ab-b8ac55d20e12,Yocto Project,Linux Foundation
a2672e89-28a2-4091-a5d7-768f96ddce1d,Zorow - Byo Z/Osmf Workflow,Linux Foundation
79c00d0b-def3-4bfb-9b3a-e79c85426f5d,Zowe Client Java Sdk,Linux Foundation
3f8e0628-c0ff-43b0-8b80-93e35d1f5c37,Zowe Explorer Extension Templates,Linux Foundation
d323ffd3-161b-4517-a5a6-c69d570e3f95,Zowe Toolkit Plugin For Intellij,Linux Foundation
e77be644-affc-4096-b27b-261de2c11f2a,Mixcore,Linux Foundation
c3c5bb20-0091-4a56-bba1-98a9a6303812,Todogroup,Linux Foundation
